groupflag,mathperson1,mathperson2,mathperson3,mathperson4,dislikemathclass,pursuestem,boysbetter,learnrace,racegroups,knowrace,connectrace1,affectrace,proudrace,mixrace,unclearrace,connectrace2,dontknowrace,belongrace,understandrace,talkrace,priderace,avoidrace,practicerace,playotherrace,strongrace,enjoyotherrace,feelrace,racediscrimination,academicability_peers,mathability_peers,activities,deciderules,makeadiff,adultcares,adultnotices,adultlistens,adultpraise,adultmybest,adultmysuccess,mtchmematter,mtchlowerstandards,mtchraceexpect,mtchtalkrace,mtchignorerace,mtchvalues,mtchrespect,mtchfair,mtchsuccess,mtchmistakesok,mtchbiased,mtchmadeinteresting,mtchgenderbias,mtchmadeeasy,mtchrace,mtchrace2,mtchgender,mathcourse,mathnoadv,mathbad,mathpersistence,mathboring,mathgrades,mathimpt,peerbelief,mtchbelief,mtchdiscriminate,stereotype_asian,stereotype_white,stereotype_latino,stereotype_black,school_asian,school_white,school_latino,school_black,closerace,belongrace,raceidentity,raceaffects,raceproud,racehappy,raceunhappy,raceaffects2,racefriends,myracegood,age,sex,race,primarylanguage,primarylanguage1,flag_birthplace,flag_birthplace_text,gradelevel,collegetype,highesteducation,mothereducation
1,1,1,1,1,3,4,1,3,2,4,4,4,4,1,1,2,1,4,4,3,4,1,4,4,4,1,4,4,2,4,3,3,3,4,4,4,4,4,4,1,1,1,1,1,4,4,4,4,4,1,3,1,4,3,,1,Math 150-1205,4,4,1,3,2,3,4,1,1,1,2,3,3,1,2,2,2,3,2,4,4,4,4,1,4,1,3,27,2,3,1,,1,,6,2,1,4
1,2,2,2,3,3,3,1,2,3,2,3,3,2,2,2,3,3,3,2,2,3,2,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2,2,2,1,2,3,2,2,2,3,3,2,3,4,,2,,3,3,3,1,3,2,3,2,3,2,3,3,2,3,3,1,3,3,2,2,2,3,3,3,3,3,3,,1,4,2,,2,Dominican republic,7,2,4,5
1,4,4,3,4,2,4,1,2,3,4,4,2,4,1,2,3,2,3,4,3,3,1,3,4,3,4,3,2,2,1,3,2,4,3,4,4,4,4,4,1,1,1,1,1,3,3,4,4,3,1,3,1,3,6,,2,Math 3100: History of Math,1,1,4,1,3,4,3,1,1,1,2,3,3,1,1,2,2,3,4,3,4,3,3,2,2,1,3,19,2,6,1,,1,,6,3,4,6
1,1,1,1,1,3,2,1,2,1,2,3,2,3,1,2,2,2,1,2,1,1,1,3,3,2,3,3,3,3,5,3,2,2,1,1,3,3,3,2,1,1,1,1,1,3,4,4,4,4,1,2,1,2,3,,1,,3,4,2,2,2,3,4,1,1,1,2,3,3,2,2,2,2,2,2,1,2,2,2,1,2,1,3,31,2,4,1,,1,,6,2,5,4
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4,4,4,4,2,1,1,3,2,3,4,1,3,1,3,2,2,3,3,1,3,1,4,4,3,3,3,1,3,2,4,3,3,4,4,4,4,4,4,2,1,1,2,,2,3,4,4,4,1,2,1,2,7,Half White Half Hispanic,2,Ralph McKenzie Math 3800,2,1,3,2,3,4,3,1,1,1,2,3,2,1,2,2,2,3,3,3,2,2,4,1,3,3,2,20,1,4,1,,1,,7,3,4,6
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,4,i wanna die,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,,1,1,3,,2,,4,,5,5
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,,3,high school algebra ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2,4,3,,2,,2,,5,3
0,1,1,1,1,4,3,1,3,1,4,4,3,4,1,2,4,1,3,1,3,4,1,4,4,3,4,4,4,2,1,1,1,1,4,3,3,3,4,2,1,1,2,1,1,3,4,3,3,3,1,3,1,2,4,,1,,3,3,1,4,2,2,3,4,3,2,2,4,3,3,4,3,3,3,3,4,3,3,3,1,2,1,1,15,1,4,1,,1,,2,,1,3
0,1,1,1,1,4,3,1,3,1,3,2,1,3,1,1,1,1,4,4,3,4,4,3,1,3,1,3,1,4,4,2,1,1,4,2,3,3,4,4,1,1,1,3,1,4,4,4,4,4,1,4,1,3,6,,1,High school algebra,3,3,1,4,2,4,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,1,1,,1,2,3,4,3,2,3,2,4,4,3,4,4,4,4,4,4,4,4,4,7,race dosnt matter god make humans humans make rece ,1,algebra,1,2,2,3,3,2,3,2,3,1,1,1,1,2,2,2,2,1,1,4,1,1,2,3,2,3,2,1,1,7,3,humanity language ,2,i was orn in hospital,2,,1,8
0,3,2,3,2,2,4,2,2,3,2,2,2,4,2,2,1,4,3,2,2,2,1,4,3,2,2,2,2,4,4,4,3,3,3,3,3,4,4,4,1,1,2,1,1,4,3,3,4,3,2,4,2,4,7,American,1,high school algebra,2,2,1,1,4,3,2,1,1,1,2,2,2,1,2,2,2,3,2,2,2,3,2,1,3,2,4,15,2,1,3,Tagalog,2,Philippines,1,,1,4
0,1,1,1,1,4,3,1,1,2,2,4,1,1,1,4,1,1,1,1,1,1,1,2,4,1,1,1,1,3,2,2,2,3,2,2,3,2,1,1,2,1,1,1,2,2,3,4,4,4,3,3,1,3,6,,1,Right now i got 76 lol,2,4,4,4,4,4,4,1,1,1,2,3,4,1,1,2,4,4,2,1,1,1,1,2,1,1,1,,2,1,1,,2,Nepal,3,,1,7
0,4,4,3,4,1,3,1,1,2,4,1,2,4,1,1,1,1,4,2,1,4,2,1,1,4,1,4,1,5,5,3,1,2,1,1,4,2,4,3,2,1,1,1,1,3,3,3,2,4,1,1,1,1,6,,1,High School Algebra ,1,1,1,2,4,4,1,1,1,2,3,3,4,1,3,3,4,4,3,4,1,4,4,1,3,4,4,14,1,1,3,Punjabi,2,India,1,,5,6
0,3,3,3,2,1,2,2,2,2,2,2,3,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,3,3,1,1,2,2,1,3,3,3,3,3,3,3,3,3,7,,1,idk,1,1,2,1,2,1,2,1,,2,3,2,2,2,3,2,2,1,1,2,2,2,2,1,2,2,2,,1,7,1,,2,Vietnam,1,,1,1
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,dumb,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,,1,3,3,african,2,nigeria,4,,2,1
0,2,2,2,1,4,2,,3,2,3,1,2,3,2,2,3,4,3,2,1,2,3,4,2,3,2,3,3,3,2,2,,1,1,2,3,4,3,2,1,2,3,4,3,2,1,2,3,4,2,1,2,3,6,,2,High School algebra,2,3,3,3,3,3,2,2,3,1,2,3,3,4,3,2,1,1,2,2,3,4,3,2,3,3,2,,1,3,1,,1,,1,,4,4
0,1,2,1,1,1,3,1,1,1,1,1,2,1,1,4,3,1,1,1,1,1,1,4,1,1,4,4,4,3,,3,1,1,3,1,1,4,2,3,4,1,1,1,1,1,3,2,2,2,2,1,1,2,6,,1,,4,3,4,4,3,4,4,4,1,1,4,4,3,2,2,2,2,3,3,1,1,4,4,2,1,1,3,15,2,4,1,,1,,1,,5,8
0,2,2,,1,1,3,1,2,4,2,3,2,2,1,1,2,4,2,1,,1,2,1,4,3,2,1,2,4,4,1,2,3,2,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,3,3,3,3,1,,2,nun,1,1,1,2,2,1,1,1,4,2,1,2,3,4,3,2,1,1,2,3,4,3,2,1,2,3,4,12,2,3,3,spangilsh,2,mexico,1,,2,2
0,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,1,1,1,1,1,1,1,3,3,2,2,2,2,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,Red Neck,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,4,,1,4,2,,1,,1,,1,2
0,3,2,1,2,2,1,1,3,1,3,3,2,4,1,1,3,2,4,4,2,4,1,2,2,4,4,4,3,3,3,2,1,2,2,1,3,3,2,2,2,1,1,2,3,2,2,2,2,3,2,1,1,1,7,Korean,2,high school algebra,2,1,2,2,3,3,2,2,1,1,1,3,3,2,2,2,2,2,2,3,2,3,4,1,1,1,2,15,1,4,2,,1,,1,,1,1
0,2,1,2,1,2,2,,1,1,2,2,1,2,,,,,,,,,,,,,,,,3,2,2,1,2,2,2,4,4,3,2,1,1,1,3,1,3,3,3,3,4,2,2,1,3,6,,1,algebra 1,2,3,1,3,2,2,1,1,1,2,3,2,3,2,3,2,3,2,1,2,1,2,2,1,1,1,2,14,1,7,,,1,,1,,1,3
0,1,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,3,2,2,2,2,2,2,2,2,,1,ok,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,15,2,4,1,,1,,1,,5,2
0,1,,3,3,3,4,1,2,3,4,3,1,4,1,3,2,2,3,3,2,4,1,1,3,1,3,4,4,4,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,2,2,2,3,3,,2,,2,4,3,2,4,3,4,4,1,2,2,2,2,2,3,2,2,2,1,1,1,2,2,1,1,1,1,14,2,4,2,,1,,1,,5,2
0,3,4,2,3,2,3,2,3,1,2,3,1,4,1,1,4,2,4,2,2,4,1,4,4,4,4,4,4,3,3,3,1,3,4,4,4,2,4,4,2,3,2,3,3,1,1,1,1,1,3,1,2,1,6,,1,"high school,algebra 1",1,1,2,2,3,3,2,4,3,1,3,2,3,2,3,2,3,2,1,3,1,3,3,2,2,1,3,15,1,4,3,both,1,,1,,4,6
0,3,1,2,1,4,2,1,1,1,2,1,1,3,1,1,2,3,1,1,3,3,1,3,4,4,4,4,3,3,3,1,1,1,2,1,2,3,3,3,1,1,1,1,1,3,3,3,3,3,1,3,1,4,6,,1,high school algebra,1,2,2,3,3,4,1,1,1,2,3,2,3,2,2,2,2,3,3,3,2,3,4,1,1,3,3,15,1,4,1,,1,,1,,3,2
0,1,2,2,2,4,1,1,4,3,3,4,3,4,1,1,2,1,3,4,3,4,1,4,3,3,4,4,2,3,2,2,1,1,2,1,3,4,2,3,2,1,4,4,3,3,4,4,4,3,3,1,1,1,6,,1,highschool algbra,4,4,1,4,4,4,2,4,1,1,1,3,3,1,1,2,2,3,3,3,1,4,4,1,2,2,2,14,2,4,2,,1,,1,,5,1
0,2,1,1,1,1,3,1,2,2,4,1,1,2,1,1,4,2,3,1,2,1,1,1,4,1,4,2,1,2,2,3,2,4,1,1,1,1,1,1,2,1,1,2,1,1,4,4,4,4,3,1,1,1,7,Indian,2,high school algebra 1,4,4,,4,2,3,2,2,1,1,2,2,3,1,2,2,2,1,1,1,1,1,3,1,2,2,3,14,2,4,1,,1,,1,,4,1
0,1,2,2,1,4,3,1,3,2,3,4,1,2,1,3,4,3,2,3,1,2,1,2,2,2,3,3,4,3,3,3,3,3,1,1,1,1,2,1,4,3,1,2,4,2,2,2,2,2,3,1,3,1,6,,1,point slope form,3,4,3,4,2,2,4,4,4,2,2,2,2,2,2,2,2,1,3,3,3,2,3,1,2,3,3,15,1,3,1,,1,,1,,5,2
0,2,3,4,1,2,4,2,1,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,2,1,1,4,2,2,3,1,2,4,3,3,1,2,3,3,4,3,,4,1,2,2,3,2,4,2,3,2,2,3,2,2,1,3,4,4,4,1,1,1,1,1,3,1,3,3,3,3,2,1,3,6,,1,high school algebra ,3,3,3,3,4,2,2,1,1,1,1,3,3,1,1,3,3,3,2,3,2,3,4,1,1,1,2,14,2,4,1,,1,,1,,1,2
0,3,3,3,2,1,2,1,,,,,,,,1,1,1,4,3,1,4,1,3,4,4,1,4,2,3,4,4,3,3,4,4,4,4,4,4,1,1,1,4,1,3,4,4,4,4,1,4,1,3,3,,2,Middle School Math,1,1,2,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,4,3,1,1,1,3,14,1,4,1,,1,,1,,5,1
0,2,1,3,1,4,4,1,1,3,4,4,4,4,4,3,2,4,3,2,2,4,2,4,2,4,4,4,3,3,4,4,2,4,4,2,4,4,4,4,1,1,1,1,4,2,4,4,4,4,1,3,1,4,6,,1,"tennyson,Algebra 1",2,4,4,4,4,1,4,1,4,1,1,4,4,1,3,1,1,4,4,4,4,4,4,1,4,4,3,14,2,4,3,both english and spanish,1,,1,,4,3
0,2,2,2,2,4,3,1,2,2,2,3,1,,1,1,4,1,4,4,4,4,1,4,4,4,4,4,1,5,3,4,4,4,4,4,4,4,4,4,1,1,3,3,1,4,4,4,4,4,1,4,1,4,6,,1,Algebra 1,1,2,2,2,3,1,1,1,1,2,1,1,2,2,1,1,2,2,2,4,2,4,4,1,1,1,4,15,2,4,2,,1,,1,,5,3
0,2,2,2,1,2,2,1,3,1,3,4,3,3,1,1,4,2,2,2,2,4,1,2,3,2,3,3,1,3,3,2,2,3,2,3,3,4,4,3,1,1,1,1,1,3,3,3,3,4,1,3,1,2,3,,2,High School Algebra,2,2,2,3,2,3,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,1,1,1,2,15,1,2,1,,1,,1,,4,6
0,1,1,1,4,4,2,1,2,1,1,1,1,1,3,3,2,1,1,4,1,1,2,3,2,1,1,2,3,3,2,4,2,1,2,4,1,2,3,2,4,4,4,2,4,3,3,3,2,2,4,1,4,1,6,,1,algebra1,4,4,1,4,2,2,4,4,2,2,2,2,3,3,2,2,2,2,3,2,4,2,3,3,3,2,2,17,1,3,3,swahilli,2,africa kenya,3,,4,8
0,3,4,2,4,1,4,1,2,2,4,4,4,4,4,3,3,3,2,3,2,4,1,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,,,,,,1,4,1,4,6,,1,algebra,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,16,2,1,1,,2,philippines,1,,5,8
0,3,3,4,4,2,,1,2,2,3,3,2,4,1,2,2,2,2,2,2,2,1,2,3,2,2,3,3,3,4,2,2,2,3,3,3,3,3,3,1,1,1,1,1,2,4,4,4,4,1,1,1,2,6,,1,high school algebra 1,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,3,2,3,2,3,3,3,3,2,2,3,3,16,2,4,2,,2,mexico,3,,1,2
